[上市]  2330  台積電,2022-07-08 09:34:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:34:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:34:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:34:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:34:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:34:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:34:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:34:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:37:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:37:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:37:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:37:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:37:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:37:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:37:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:37:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:37:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:37:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:37:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:37:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:37:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:37:02,467.0,9.5,2.0
[上市]  2330  台積電,2022-07-08 09:40:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:40:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:40:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:40:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:40:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:40:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:40:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:40:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:40:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:40:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:40:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:40:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:40:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:40:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:43:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:43:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:43:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:43:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:43:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:43:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:43:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:43:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:43:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:43:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:43:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:43:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:43:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:43:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:43:02,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:46:03,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:46:03,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:46:03,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:46:03,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:46:03,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:46:03,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:46:03,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:46:03,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:46:03,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:46:03,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:46:03,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:46:03,466.5,9.0,1.9
[上市]  2330  台積電,2022-07-08 09:46:03,466.5,9.0,1.9
